time,time-dur,lat,lon,dep,strike,dip,rake,Mo(Nm),slip_all,x,y,xinc,yinc,segnum,subnum,parnum,lon1,lat1,lon2,lat2,lon3,lat3,lon4,lat4,up_middle_lon,up_middle_lat,down_middle_lon,down_middle_lat,xx,xy,xz,yy,yz,zz
1.848,8.0,32.722,130.75,12.0,203.653,76.618,-166.791,6.611e+17,1.3030000000000002,4.62,0.0,4.64,3.37,1.0,60.0,945.0,130.73626259099194,32.704247934969175,130.75612047755368,32.7425727341966,130.76374122331146,32.73975111269391,130.74388396211114,32.70142629619461,130.75381046936627,32.7205891268492,130.7461894106313,32.72341075703145,4926707.098455627,-397609.5445637916,2638885.78910698,4583460.201749313,-805976.0956775328,2860295.7801600387
2.289,8.0,32.727,130.744,15.283,203.87400000000002,75.988,171.368,1.44e+18,2.3680000000000003,4.617,-3.383,4.62,3.38,1.0,61.0,961.0,130.73003667179378,32.70944543721652,130.74998407318475,32.747540261480744,130.7579671039375,32.74455359310882,130.7380203675988,32.706458750670656,130.74799161525314,32.72550659752735,130.74000825166084,32.728493275032804,4887559.785276919,-414819.38671793806,3035726.4916223483,4602930.266373926,-851502.7770541308,3554912.794773911
3.275,8.0,32.732,130.737,18.566,204.90099999999998,75.921,165.985,1.248e+18,2.065,4.609,-6.768,4.59,3.38,1.0,62.0,977.0,130.72271473931679,32.71478978363705,130.74333314837165,32.75233088841701,130.75128908382808,32.749209195107404,130.73067139341273,32.71166807160648,130.74097807822608,32.730439085327795,130.73302178311613,32.73356078804975,4704756.168762624,-394921.87736410525,3289260.924103072,4456439.054167134,-852101.1938619274,4118944.984644581
4.459,8.0,32.738,130.73,21.849,204.90099999999998,75.921,0.0,0.0,0.0,4.599,-10.152999999999999,4.56,3.38,1.0,63.0,993.0,130.71578113940114,32.720912489139195,130.73626616011992,32.758208191475866,130.7442226309108,32.75508650109749,130.7237383243465,32.71779078016047,130.73397834474932,32.73643908680942,130.72602151655173,32.73956078653918,4456470.203442847,-359436.25377422967,3437066.4079974187,4226364.413625348,-814673.5777580013,4569744.761058624
5.662000000000001,8.0,32.673,130.744,1.703,209.687,80.56,158.517,3.267e+17,0.826,9.176,10.777000000000001,4.59,3.45,1.0,64.0,1009.0,130.72926375738123,32.65628459785572,130.75350010569608,32.69224115397123,130.75874068165768,32.68971413261461,130.7345050156136,32.65375756199783,130.74662042181586,32.67173645817935,130.74137950441533,32.67426348684411,1957957.4108738312,292997.59221250506,145966.89084737457,2188198.67670855,-393767.03905558545,1377211.8016735234
4.678,8.0,32.676,130.739,4.7010000000000005,208.983,79.211,-166.292,3.795e+17,0.7879999999999999,9.198,7.223,4.59,3.57,1.0,65.0,1025.0,130.72402948619742,32.659356487553055,130.74774249730166,32.695562171501514,130.75397480929686,32.69264227056665,130.73026256960162,32.65643656974549,130.7421162983328,32.674540006414475,130.73588360028748,32.67745991584937,3383530.834379701,-213505.72013368012,943747.7659178365,3370561.3746734615,-683214.6598814153,1539897.4927285518
3.9530000000000003,8.0,32.681,130.734,8.717,208.14700000000002,81.49600000000001,-137.372,4.819e+17,0.9670000000000001,9.22,3.555,4.59,3.69,1.0,66.0,1041.0,130.71989372831794,32.663912782515894,130.74298081743825,32.70040719774517,130.7481106011505,32.698086056437766,130.72502410918338,32.66159162768767,130.7365650081061,32.679839399615375,130.73143492554763,32.682160547731236,4458398.544877239,-479092.0732111998,1964025.7095182806,4240711.384636559,-1003209.5122879898,2168372.975947118
3.696,8.0,32.684,130.73,12.0,207.46599999999998,74.65100000000001,-122.09,5.874e+17,1.159,9.238999999999999,0.0,4.6,3.4,1.0,67.0,1057.0,130.71443363988098,32.66746891726149,130.73705631988685,32.70427280045673,130.74557035016838,32.700529874918736,130.72294861382562,32.66372596973475,130.73425716247792,32.68212845918833,130.7257426599351,32.685871395795154,4784093.738864088,-547095.0602870865,2598089.9512244193,4504565.386906129,-1153907.4042124837,2880969.756976072
3.932,8.0,32.69,130.722,15.283,208.34900000000002,72.689,-142.628,7.905e+17,1.2919999999999998,9.225,-3.3960000000000004,4.57,3.44,1.0,68.0,1073.0,130.7056289966125,32.674057455691816,130.7287694081843,32.710324034480536,130.73837488089183,32.7059412528026,130.71523559984826,32.66967464863958,130.7268029019105,32.687808510445,130.71719686343158,32.6921913049012,4762524.687047631,-530685.0052543798,2976628.718688514,4440726.066534562,-1156170.1164688766,3442112.132315109
4.577,8.0,32.696,130.714,18.566,209.753,72.618,-157.747,6.422e+17,1.055,9.204,-6.7989999999999995,4.55,3.44,1.0,69.0,1089.0,130.69720497645378,32.680488842014185,130.72128509385936,32.71610848419148,130.7307989439233,32.71150978358449,130.7067200611965,32.675890115255235,130.71875711200994,32.693700552477196,130.70924264406247,32.69829926626346,4609448.840144634,-484363.2304644588,3222896.094126978,4252060.987897407,-1108140.2607639944,3926855.043932935
5.49,8.0,32.703,130.70600000000002,21.849,209.753,72.618,0.0,0.0,0.0,9.182,-10.203,4.53,3.44,1.0,70.0,1105.0,130.68925657240692,32.68756714929939,130.71323271479017,32.72303018198833,130.7227473100844,32.718431486464056,130.69877239737872,32.682968427735226,130.71075748333018,32.70070055502289,130.70124227265765,32.70529926366948,4387559.925447656,-427440.49475417996,3361008.9037382463,4000953.3090451453,-1024032.9213997866,4313810.688975549
6.9879999999999995,8.0,32.637,130.72,1.703,208.834,79.919,0.0,0.0,0.0,13.762,10.761,4.6,3.46,1.0,71.0,1121.0,130.7053539096957,32.62014782031778,130.7289966271612,32.65648475566379,130.73465043962108,32.65385095777632,130.71100841487595,32.61751400716532,130.72282703814915,32.635683065245665,130.71717287901757,32.63831687082276,1818460.5383068603,252728.20383255207,780430.0709291799,2440048.363598078,-284559.9687502456,1592387.0692765056
6.223,8.0,32.64,130.715,4.7010000000000005,209.343,78.46300000000001,0.0,0.0,0.0,13.782,7.216,4.58,3.58,1.0,72.0,1137.0,130.6997165983979,32.62358101603939,130.72363631421024,32.65958157893861,130.73028765382122,32.65641771362418,130.70636877998743,32.62041713255666,130.71832582195086,32.63841801851459,130.7116740609755,32.641581892983325,3311933.8197855125,-407477.1199057181,1301796.7743415805,3464953.8129022657,-620347.096847967,1565027.5168469707
5.702000000000001,8.0,32.645,130.71,8.717,209.93400000000003,80.868,0.0,0.0,0.0,13.804,3.555,4.57,3.7,1.0,73.0,1153.0,130.69513776981887,32.62846464547468,130.71944319958072,32.66417637197209,130.72486662253272,32.66153407595766,130.7005619074263,32.62582233440754,130.71271185042818,32.643678818769736,130.70728806983266,32.646321122370985,4365576.510698661,-685558.976161192,2060904.0660762014,4164981.409137582,-1121057.0722936827,2245770.75815593
5.53,8.0,32.649,130.705,12.0,210.41,73.932,0.0,0.0,0.0,13.825,0.0,4.58,3.42,1.0,74.0,1169.0,130.6882964960885,32.63335087923189,130.71300703871964,32.668968279481305,130.7217075982496,32.66464771495636,130.69699824384045,32.62903029015684,130.7093504724797,32.64683963578854,130.70064931831507,32.65116021269065,4666242.697418679,-702493.6629366374,2599728.1237434666,4311306.028444874,-1323091.4472976637,2891126.304306795
5.686,8.0,32.655,130.697,15.283,210.851,72.005,0.0,0.0,0.0,13.800999999999998,-3.406,4.56,3.45,1.0,75.0,1185.0,130.6796624978497,32.63981321607526,130.7045887855904,32.67511379667383,130.71434144839898,32.67018532025974,130.68941652821084,32.63488471190324,130.7018765398109,32.65253565957749,130.69212319262866,32.65746414998899,4660721.198567223,-643868.504161389,2948307.376967741,4199801.382440483,-1337552.6194776224,3390529.4497629907
6.147,8.0,32.661,130.689,18.566,211.282,71.982,0.0,0.0,0.0,13.77,-6.821000000000001,4.55,3.45,1.0,76.0,1201.0,130.6715484619601,32.6459656037634,130.69673429032716,32.68102947328876,130.70645548352476,32.67603290848236,130.68127105636273,32.64096901100158,130.69386081198178,32.658501615917395,130.68413891757365,32.663498194824015,4530350.192286747,-567066.0313773607,3180011.0460879467,3993470.5185417365,-1277600.8051457903,3814634.192156554
6.854,8.0,32.668,130.68,21.849,211.282,71.982,0.0,0.0,0.0,13.741,-10.237,4.54,3.45,1.0,77.0,1217.0,130.66257477010762,32.653004154923096,130.68770720429717,32.68799092191885,130.6974291566899,32.682994362663976,130.67229812111032,32.648007567771145,130.68486119088243,32.66550161868277,130.67513853857923,32.67049819200817,4323948.873143395,-488948.68523283483,3296728.0055046882,3732355.3050812366,-1168401.912094034,4128331.013429231
